Date,Time,Latitude,Longitude
2011-08-29,7:14:18 PM,42.393,-88.095
2011-08-29,7:14:28 PM,42.393,-88.094
2011-08-29,7:14:38 PM,42.393,-88.094
2011-08-29,7:14:48 PM,42.393,-88.094
2011-08-29,7:14:58 PM,42.392,-88.094
2011-08-29,7:15:18 PM,42.392,-88.094
2011-08-29,7:15:28 PM,42.393,-88.094
2011-09-07,7:52:52 PM,41.981,-87.788
2011-09-07,7:53:02 PM,41.981,-87.788
2011-09-07,7:53:12 PM,41.981,-87.788
2011-09-07,7:53:22 PM,41.98,-87.788
2011-09-07,7:53:32 PM,41.98,-87.788
2011-09-07,7:53:42 PM,41.979,-87.788
2011-09-07,7:53:52 PM,41.979,-87.788
2011-09-07,7:54:02 PM,41.978,-87.788
2011-09-07,7:54:12 PM,41.978,-87.788
2011-09-07,7:54:22 PM,41.977,-87.788
2011-09-07,7:55:42 PM,41.975,-87.788
2011-09-07,7:55:52 PM,41.975,-87.788
2011-09-07,7:56:02 PM,41.974,-87.788
2011-09-07,7:56:12 PM,41.974,-87.788
2011-09-07,7:56:22 PM,41.973,-87.788
2011-09-07,7:56:32 PM,41.973,-87.788
2011-09-07,7:56:42 PM,41.972,-87.788
2011-09-07,7:56:52 PM,41.972,-87.788
2011-09-07,7:57:02 PM,41.971,-87.788
2011-09-07,7:57:12 PM,41.971,-87.788
2011-09-07,7:57:22 PM,41.97,-87.788
2011-09-07,7:57:32 PM,41.97,-87.788
2011-09-07,7:57:42 PM,41.969,-87.788
2011-09-07,7:58:12 PM,41.969,-87.789
2011-09-07,7:58:22 PM,41.969,-87.789
2011-09-07,7:58:32 PM,41.969,-87.789
2011-09-07,7:59:02 PM,41.969,-87.789
2011-09-07,7:59:12 PM,41.969,-87.789
2011-09-07,7:59:22 PM,41.969,-87.789
2011-09-07,7:59:32 PM,41.97,-87.789
2011-09-07,7:59:52 PM,41.97,-87.789
2011-09-07,8:00:02 PM,41.971,-87.789
2011-09-07,8:00:12 PM,41.971,-87.789
2011-09-07,8:00:22 PM,41.971,-87.789
2011-09-07,8:00:32 PM,41.972,-87.789
2011-09-07,8:00:42 PM,41.972,-87.789
2011-09-07,8:00:52 PM,41.972,-87.789
2011-09-07,8:01:02 PM,41.973,-87.789
2011-09-07,8:01:12 PM,41.973,-87.789
2011-09-07,8:01:22 PM,41.973,-87.789
2011-09-07,8:01:42 PM,41.974,-87.789
2011-09-07,8:01:52 PM,41.975,-87.789
2011-09-07,8:02:02 PM,41.975,-87.789
2011-09-07,8:02:32 PM,41.975,-87.789
2011-09-07,8:02:42 PM,41.976,-87.789
2011-09-07,8:03:02 PM,41.976,-87.789
2011-09-07,8:03:12 PM,41.977,-87.789
2011-09-07,8:03:22 PM,41.977,-87.789
2011-09-07,8:03:32 PM,41.978,-87.789
2011-09-07,8:03:42 PM,41.978,-87.789
2011-09-07,8:03:52 PM,41.978,-87.789
2011-09-07,8:04:02 PM,41.979,-87.789
2011-09-07,8:04:12 PM,41.979,-87.789
2011-09-07,8:04:32 PM,41.98,-87.789
2011-09-07,8:04:42 PM,41.98,-87.789
2011-09-07,8:05:02 PM,41.981,-87.79
2011-09-07,8:05:12 PM,41.981,-87.79
2011-09-07,8:05:22 PM,41.981,-87.79
2011-09-07,8:05:32 PM,41.98,-87.79
2011-09-07,8:05:42 PM,41.98,-87.79
2011-09-07,8:05:52 PM,41.98,-87.79
2011-09-07,8:06:02 PM,41.979,-87.79
2011-09-07,8:06:12 PM,41.979,-87.79
2011-09-07,8:06:22 PM,41.979,-87.79
2011-09-07,8:06:32 PM,41.978,-87.79
2011-09-07,8:06:52 PM,41.978,-87.79
2011-09-07,8:07:02 PM,41.977,-87.79
2011-09-07,8:07:22 PM,41.977,-87.79
2011-09-07,8:07:32 PM,41.977,-87.79
2011-09-07,8:07:42 PM,41.976,-87.79
2011-09-07,8:07:52 PM,41.976,-87.79
2011-09-07,8:08:02 PM,41.976,-87.79
2011-09-07,8:08:12 PM,41.975,-87.79
2011-09-07,8:08:22 PM,41.975,-87.79
2011-09-07,8:08:32 PM,41.974,-87.79
2011-09-07,8:08:42 PM,41.974,-87.79
2011-09-07,8:08:52 PM,41.973,-87.79
2011-09-07,8:09:02 PM,41.973,-87.79
2011-09-07,8:09:12 PM,41.972,-87.79
2011-09-07,8:09:22 PM,41.972,-87.79
2011-09-07,8:09:32 PM,41.971,-87.79
2011-09-07,8:09:42 PM,41.971,-87.79
2011-09-07,8:09:52 PM,41.97,-87.79
2011-09-07,8:10:32 PM,41.971,-87.792
2011-09-07,8:10:42 PM,41.971,-87.792
2011-09-07,8:10:52 PM,41.972,-87.792
2011-09-07,8:11:02 PM,41.972,-87.792
2011-09-07,8:11:12 PM,41.973,-87.792
2011-09-07,8:11:22 PM,41.973,-87.792
2011-09-07,8:11:32 PM,41.974,-87.792
2011-09-07,8:11:42 PM,41.974,-87.792
2011-09-07,8:11:52 PM,41.975,-87.792
2011-09-07,8:12:02 PM,41.975,-87.792
2011-09-07,8:12:32 PM,41.976,-87.792
2011-09-07,8:12:42 PM,41.976,-87.792
2011-09-07,8:12:52 PM,41.977,-87.792
2011-09-07,8:13:02 PM,41.977,-87.792
2011-09-07,8:13:12 PM,41.977,-87.792
2011-09-07,8:13:22 PM,41.978,-87.792
2011-09-07,8:13:32 PM,41.978,-87.792
2011-09-07,8:13:42 PM,41.979,-87.792
2011-09-07,8:13:52 PM,41.979,-87.791
2011-09-07,8:14:02 PM,41.979,-87.791
2011-09-07,8:14:12 PM,41.979,-87.79
2011-09-07,8:14:22 PM,41.98,-87.79
2011-09-07,8:14:32 PM,41.98,-87.79
2011-09-07,8:14:42 PM,41.981,-87.79
2011-09-07,8:14:52 PM,41.981,-87.791
2011-09-07,8:15:02 PM,41.981,-87.791
2011-09-07,8:15:12 PM,41.981,-87.792
2011-09-07,8:15:42 PM,41.98,-87.793
2011-09-07,8:17:22 PM,41.978,-87.793
2011-09-07,8:17:32 PM,41.977,-87.793
2011-09-07,8:17:42 PM,41.977,-87.793
2011-09-07,8:17:52 PM,41.976,-87.793
2011-09-07,8:18:02 PM,41.976,-87.793
2011-09-07,8:18:12 PM,41.975,-87.793
2011-09-07,8:18:22 PM,41.975,-87.793
2011-09-07,8:18:32 PM,41.974,-87.793
2011-09-07,8:18:42 PM,41.974,-87.793
2011-09-07,8:18:52 PM,41.973,-87.793
2011-09-07,8:19:02 PM,41.973,-87.793
2011-09-07,8:19:12 PM,41.972,-87.793
2011-09-07,8:19:22 PM,41.972,-87.793
2011-09-07,8:19:32 PM,41.971,-87.793
2011-09-07,8:19:42 PM,41.971,-87.793
2011-09-07,8:19:52 PM,41.97,-87.793
2011-09-07,8:20:02 PM,41.97,-87.793
2011-09-07,8:20:12 PM,41.969,-87.793
2011-09-07,8:20:42 PM,41.969,-87.793
2011-09-07,8:20:52 PM,41.969,-87.794
2011-09-07,8:21:02 PM,41.969,-87.794
2011-09-07,8:21:12 PM,41.969,-87.794
2011-09-07,8:21:22 PM,41.97,-87.794
2011-09-07,8:21:32 PM,41.97,-87.794
2011-09-07,8:21:42 PM,41.971,-87.794
2011-09-07,8:21:52 PM,41.971,-87.794
2011-09-07,8:22:02 PM,41.971,-87.794
2011-09-07,8:22:12 PM,41.972,-87.794
2011-09-07,8:22:22 PM,41.972,-87.794
2011-09-07,8:22:32 PM,41.973,-87.794
2011-09-07,8:22:52 PM,41.974,-87.794
2011-09-07,8:23:02 PM,41.975,-87.794
2011-09-07,8:23:12 PM,41.975,-87.794
2011-09-07,8:23:22 PM,41.976,-87.794
2011-09-07,8:23:32 PM,41.976,-87.794
2011-09-07,8:23:42 PM,41.977,-87.794
2011-09-07,8:23:52 PM,41.977,-87.794
2011-09-07,8:24:02 PM,41.978,-87.794
2011-09-07,8:24:12 PM,41.978,-87.794
2011-09-07,8:24:22 PM,41.979,-87.794
2011-09-07,8:24:32 PM,41.979,-87.794
2011-09-07,8:24:42 PM,41.98,-87.794
2011-09-07,8:26:12 PM,41.978,-87.795
2011-09-07,8:26:22 PM,41.978,-87.795
2011-09-07,8:26:32 PM,41.977,-87.795
2011-09-07,8:26:42 PM,41.977,-87.795
2011-09-07,8:26:52 PM,41.976,-87.795
2011-09-07,8:27:02 PM,41.976,-87.795
2011-09-07,8:27:12 PM,41.976,-87.795
2011-09-07,8:27:22 PM,41.975,-87.795
2011-09-07,8:27:32 PM,41.975,-87.795
2011-09-07,8:27:42 PM,41.974,-87.795
2011-09-07,8:27:52 PM,41.974,-87.795
2011-09-07,8:28:02 PM,41.973,-87.795
2011-09-07,8:28:12 PM,41.972,-87.795
2011-09-07,8:28:22 PM,41.972,-87.795
2011-09-07,8:28:32 PM,41.971,-87.795
2011-09-07,8:28:42 PM,41.971,-87.795
2011-09-07,8:28:52 PM,41.97,-87.795
2011-09-07,8:29:02 PM,41.97,-87.795
2011-09-07,8:29:12 PM,41.969,-87.795
2011-09-07,8:29:22 PM,41.969,-87.795
2011-09-07,8:29:32 PM,41.969,-87.796
2011-09-07,8:29:42 PM,41.969,-87.796
2011-09-07,8:29:52 PM,41.969,-87.796
2011-09-07,8:30:02 PM,41.97,-87.796
2011-09-07,8:30:12 PM,41.97,-87.796
2011-09-07,8:30:22 PM,41.971,-87.796
2011-09-07,8:30:32 PM,41.971,-87.796
2011-09-07,8:30:42 PM,41.972,-87.796
2011-09-07,8:31:02 PM,41.972,-87.797
2011-09-07,8:31:12 PM,41.972,-87.798
2011-09-07,8:31:22 PM,41.972,-87.798
2011-09-07,8:31:32 PM,41.973,-87.798
2011-09-07,8:31:42 PM,41.973,-87.798
2011-09-07,8:31:52 PM,41.974,-87.798
2011-09-07,8:32:02 PM,41.975,-87.798
2011-09-07,8:32:12 PM,41.975,-87.798
2011-09-07,8:32:22 PM,41.976,-87.798
2011-09-07,8:32:32 PM,41.976,-87.798
2011-09-07,8:32:42 PM,41.977,-87.798
2011-09-07,8:33:02 PM,41.978,-87.798
2011-09-07,8:33:12 PM,41.979,-87.798
2011-09-07,8:33:22 PM,41.979,-87.798
2011-09-07,8:33:32 PM,41.98,-87.798
2011-09-07,8:33:42 PM,41.98,-87.798
2011-09-07,8:33:52 PM,41.981,-87.798
2011-09-07,8:34:02 PM,41.981,-87.798
2011-09-07,8:34:42 PM,41.982,-87.798
2011-09-07,8:34:52 PM,41.982,-87.799
2011-09-07,8:35:02 PM,41.981,-87.799
2011-09-07,8:35:12 PM,41.981,-87.799
2011-09-07,8:35:22 PM,41.98,-87.799
2011-09-07,8:35:32 PM,41.98,-87.799
2011-09-07,8:35:52 PM,41.979,-87.799
2011-09-07,8:36:02 PM,41.979,-87.799
2011-09-07,8:36:12 PM,41.978,-87.799
2011-09-07,8:36:22 PM,41.978,-87.799
2011-09-07,8:36:32 PM,41.977,-87.799
2011-09-07,8:36:42 PM,41.977,-87.799
2011-09-07,8:36:52 PM,41.976,-87.799
2011-09-07,8:37:32 PM,41.975,-87.799
2011-09-07,8:37:42 PM,41.975,-87.799
2011-09-07,8:37:52 PM,41.974,-87.799
2011-09-07,8:38:02 PM,41.974,-87.799
2011-09-07,8:38:12 PM,41.973,-87.799
2011-09-07,8:38:22 PM,41.973,-87.799
2011-09-07,8:38:32 PM,41.973,-87.799
2011-09-07,8:38:42 PM,41.972,-87.799
2011-09-07,8:38:52 PM,41.972,-87.799
2011-09-07,8:39:02 PM,41.971,-87.799
2011-09-07,8:39:12 PM,41.97,-87.799
2011-09-07,8:39:22 PM,41.97,-87.799
2011-09-07,8:39:32 PM,41.969,-87.799
2011-09-07,8:39:42 PM,41.969,-87.799
2011-09-07,8:40:02 PM,41.969,-87.8
2011-09-07,8:40:12 PM,41.969,-87.8
2011-09-07,8:40:22 PM,41.969,-87.8
2011-09-07,8:40:32 PM,41.97,-87.8
2011-09-07,8:40:42 PM,41.97,-87.8
2011-09-07,8:40:52 PM,41.97,-87.8
2011-09-07,8:41:02 PM,41.971,-87.8
2011-09-07,8:41:12 PM,41.971,-87.8
2011-09-07,8:41:22 PM,41.972,-87.8
2011-09-07,8:41:32 PM,41.973,-87.8
2011-09-07,8:41:42 PM,41.973,-87.8
2011-09-07,8:41:52 PM,41.974,-87.8
2011-09-07,8:42:02 PM,41.974,-87.8
2011-09-07,8:42:12 PM,41.975,-87.8
2011-09-07,8:42:22 PM,41.975,-87.8
2011-09-07,8:42:32 PM,41.975,-87.8
2011-09-07,8:42:42 PM,41.975,-87.801
2011-09-07,8:42:52 PM,41.975,-87.801
2011-09-07,8:43:02 PM,41.975,-87.801
2011-09-07,8:43:12 PM,41.974,-87.801
2011-09-07,8:43:22 PM,41.974,-87.801
2011-09-07,8:43:32 PM,41.974,-87.801
2011-09-07,8:43:42 PM,41.973,-87.801
2011-09-07,8:43:52 PM,41.972,-87.801
2011-09-07,8:44:02 PM,41.972,-87.801
2011-09-07,8:44:12 PM,41.971,-87.801
2011-09-07,8:44:22 PM,41.971,-87.801
2011-09-07,8:44:32 PM,41.97,-87.801
2011-09-07,8:44:42 PM,41.97,-87.801
2011-09-07,8:44:52 PM,41.969,-87.801
2011-09-07,8:45:02 PM,41.969,-87.801
2011-09-07,8:45:12 PM,41.968,-87.802
2011-09-07,8:45:22 PM,41.968,-87.802
2011-09-07,8:45:32 PM,41.969,-87.803
2011-09-07,8:45:42 PM,41.969,-87.802
2011-09-07,8:45:52 PM,41.97,-87.802
2011-09-07,8:46:12 PM,41.971,-87.802
2011-09-07,8:46:22 PM,41.971,-87.802
2011-09-07,8:46:32 PM,41.972,-87.802
2011-09-07,8:46:42 PM,41.972,-87.802
2011-09-07,8:46:52 PM,41.973,-87.802
2011-09-07,8:47:02 PM,41.973,-87.802
2011-09-07,8:47:12 PM,41.974,-87.802
2011-09-07,8:47:22 PM,41.974,-87.802
2011-09-07,8:47:32 PM,41.975,-87.802
2011-09-07,8:47:42 PM,41.975,-87.802
2011-09-07,8:48:02 PM,41.975,-87.802
2011-09-07,8:48:12 PM,41.976,-87.802
2011-09-07,8:48:22 PM,41.976,-87.802
2011-09-07,8:48:32 PM,41.977,-87.802
2011-09-07,8:48:42 PM,41.977,-87.802
2011-09-07,8:48:52 PM,41.978,-87.802
2011-09-07,8:49:02 PM,41.978,-87.802
2011-09-07,8:49:12 PM,41.979,-87.802
2011-09-07,8:49:22 PM,41.98,-87.802
2011-09-07,8:49:52 PM,41.981,-87.802
2011-09-07,8:50:02 PM,41.981,-87.802
2011-09-07,8:50:22 PM,41.982,-87.803
2011-09-07,8:50:32 PM,41.982,-87.803
2011-09-07,8:50:42 PM,41.981,-87.803
2011-09-07,8:50:52 PM,41.981,-87.804
2011-09-07,8:51:02 PM,41.98,-87.804
2011-09-07,8:51:12 PM,41.98,-87.804
2011-09-07,8:51:22 PM,41.98,-87.804
2011-09-07,8:51:32 PM,41.979,-87.804
2011-09-07,8:51:42 PM,41.979,-87.804
2011-09-07,8:51:52 PM,41.978,-87.804
2011-09-07,8:52:02 PM,41.978,-87.804
2011-09-07,8:52:12 PM,41.978,-87.804
2011-09-07,8:52:32 PM,41.979,-87.805
2011-09-07,8:52:42 PM,41.979,-87.805
2011-09-07,8:52:52 PM,41.98,-87.805
2011-09-07,8:53:02 PM,41.98,-87.805
2011-09-07,8:53:12 PM,41.981,-87.805
2011-09-07,8:53:22 PM,41.981,-87.805
2011-09-07,8:55:02 PM,41.979,-87.804
2011-09-07,8:56:02 PM,41.979,-87.805
2011-09-07,8:56:12 PM,41.979,-87.805
2011-09-07,8:56:22 PM,41.978,-87.805
2011-09-07,8:56:32 PM,41.978,-87.805
2011-09-07,8:56:42 PM,41.977,-87.805
2011-09-07,8:56:52 PM,41.977,-87.805
2011-09-07,8:57:02 PM,41.976,-87.805
2011-09-07,8:57:32 PM,41.975,-87.805
2011-09-07,8:57:42 PM,41.975,-87.805
2011-09-07,8:57:52 PM,41.974,-87.805
2011-09-07,8:58:02 PM,41.974,-87.805
2011-09-07,8:58:12 PM,41.974,-87.804
2011-09-07,8:58:22 PM,41.974,-87.804
2011-09-07,8:59:12 PM,41.974,-87.804
2011-09-07,8:59:22 PM,41.974,-87.803
2011-09-07,8:59:32 PM,41.974,-87.802
2011-09-07,8:59:42 PM,41.974,-87.802
2011-09-07,8:59:52 PM,41.974,-87.801
2011-09-07,9:00:02 PM,41.974,-87.8
2011-09-07,9:00:12 PM,41.974,-87.799
2011-09-07,9:00:42 PM,41.974,-87.797
2011-09-07,9:01:02 PM,41.974,-87.795
2011-09-07,9:01:12 PM,41.974,-87.794
2011-09-07,9:01:22 PM,41.974,-87.793
2011-09-07,9:01:32 PM,41.974,-87.793
2011-09-07,9:01:52 PM,41.974,-87.791
2011-09-07,9:02:02 PM,41.974,-87.79
2011-09-07,9:02:12 PM,41.974,-87.789
2011-09-07,9:02:22 PM,41.974,-87.789
2011-09-07,9:02:52 PM,41.972,-87.788
2011-09-07,9:03:02 PM,41.972,-87.789
2011-09-07,9:03:12 PM,41.972,-87.789
2011-09-07,9:03:22 PM,41.972,-87.79
2011-09-07,9:03:32 PM,41.972,-87.791
2011-09-07,9:03:42 PM,41.972,-87.792
2011-09-07,9:03:52 PM,41.972,-87.793
2011-09-07,9:04:02 PM,41.972,-87.793
2011-09-07,9:04:12 PM,41.972,-87.794
2011-09-07,9:04:22 PM,41.972,-87.795
2011-09-07,9:04:32 PM,41.972,-87.796
2011-09-07,9:04:42 PM,41.972,-87.797
2011-09-07,9:04:52 PM,41.972,-87.797
2011-09-07,9:05:02 PM,41.972,-87.798
2011-09-07,9:05:12 PM,41.972,-87.799
2011-09-07,9:05:22 PM,41.972,-87.8
2011-09-07,9:05:32 PM,41.972,-87.801
2011-09-07,9:05:42 PM,41.972,-87.802
2011-09-07,9:05:52 PM,41.972,-87.802
2011-09-07,9:06:02 PM,41.972,-87.803
2011-09-07,9:06:12 PM,41.972,-87.804
2011-09-07,9:06:22 PM,41.972,-87.805
2011-09-07,9:06:32 PM,41.972,-87.806
2011-09-07,9:06:42 PM,41.972,-87.807
2011-09-07,9:08:02 PM,41.97,-87.807
2011-09-07,9:08:12 PM,41.97,-87.806
2011-09-07,9:08:22 PM,41.97,-87.805
2011-09-07,9:08:32 PM,41.97,-87.805
2011-09-07,9:08:42 PM,41.97,-87.804
2011-09-07,9:08:52 PM,41.97,-87.803
2011-09-07,9:09:02 PM,41.97,-87.802
2011-09-07,9:09:12 PM,41.97,-87.802
2011-09-07,9:09:22 PM,41.97,-87.801
2011-09-07,9:09:32 PM,41.97,-87.8
2011-09-07,9:09:42 PM,41.97,-87.799
2011-09-07,9:09:52 PM,41.97,-87.798
2011-09-07,9:10:02 PM,41.97,-87.798
2011-09-07,9:10:12 PM,41.97,-87.797
2011-09-07,9:10:22 PM,41.97,-87.797
2011-09-07,9:10:32 PM,41.97,-87.796
2011-09-07,9:10:42 PM,41.97,-87.796
2011-09-07,9:10:52 PM,41.97,-87.795
2011-09-07,9:11:02 PM,41.97,-87.794
2011-09-07,9:11:12 PM,41.97,-87.794
2011-09-07,9:11:22 PM,41.97,-87.793
2011-09-07,9:11:32 PM,41.97,-87.792
2011-09-07,9:11:42 PM,41.97,-87.791
2011-09-07,9:11:52 PM,41.97,-87.791
2011-09-07,9:12:02 PM,41.97,-87.79
2011-09-07,9:12:12 PM,41.97,-87.789
2011-09-07,7:42:12 PM,41.983,-87.788
2011-09-07,7:42:22 PM,41.983,-87.789
2011-09-07,7:42:32 PM,41.983,-87.789
2011-09-07,7:42:42 PM,41.983,-87.79
2011-09-07,7:42:52 PM,41.983,-87.791
2011-09-07,7:43:02 PM,41.983,-87.792
2011-09-07,7:43:15 PM,41.983,-87.792
2011-09-07,7:43:30 PM,41.983,-87.793
2011-09-07,7:43:40 PM,41.984,-87.793
2011-09-07,7:43:40 PM,41.984,-87.793
2011-09-07,7:44:02 PM,41.985,-87.794
2011-09-07,7:44:12 PM,41.985,-87.794
2011-09-07,7:44:20 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
2011-09-07,7:44:32 PM,41.986,-87.794
