Date,Species,Trap,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,Most_Recent_Spray,Recently_Sprayed,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,CodeSum,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Weather,Day_of_Month,Month,Year,Day_of_Week
2007-06-26,CULEX PIPIENS/RESTUANS,T045,41.922,-87.666,8,1,0,3650.0,0,91,73,82,69,72,0,17,BR HZ,0.005,29.45,30.09,7.3,21,8.1,coldAndWet,26,6,2007,1
2007-06-26,CULEX RESTUANS,T045,41.922,-87.666,8,1,0,3650.0,0,91,73,82,69,72,0,17,BR HZ,0.005,29.45,30.09,7.3,21,8.1,coldAndWet,26,6,2007,1
2007-06-26,CULEX PIPIENS/RESTUANS,T046,41.891,-87.654,8,1,0,3650.0,0,91,73,82,69,72,0,17,BR HZ,0.005,29.45,30.09,7.3,21,8.1,coldAndWet,26,6,2007,1
2007-06-26,CULEX RESTUANS,T046,41.891,-87.654,8,6,0,3650.0,0,91,73,82,69,72,0,17,BR HZ,0.005,29.45,30.09,7.3,21,8.1,coldAndWet,26,6,2007,1
2007-06-26,CULEX PIPIENS/RESTUANS,T048,41.867,-87.654,8,2,0,3650.0,0,91,73,82,69,72,0,17,BR HZ,0.005,29.45,30.09,7.3,21,8.1,coldAndWet,26,6,2007,1
2007-06-26,CULEX RESTUANS,T049,41.896,-87.655,8,1,0,3650.0,0,91,73,82,69,72,0,17,BR HZ,0.005,29.45,30.09,7.3,21,8.1,coldAndWet,26,6,2007,1
2007-06-26,CULEX RESTUANS,T050,41.919,-87.694,8,1,0,3650.0,0,91,73,82,69,72,0,17,BR HZ,0.005,29.45,30.09,7.3,21,8.1,coldAndWet,26,6,2007,1
2007-06-26,CULEX PIPIENS/RESTUANS,T086,41.688,-87.677,8,1,0,3650.0,0,91,73,82,69,72,0,17,BR HZ,0.005,29.45,30.09,7.3,21,8.1,coldAndWet,26,6,2007,1
2007-06-26,CULEX PIPIENS/RESTUANS,T086,41.688,-87.677,8,1,0,3650.0,0,91,73,82,69,72,0,17,BR HZ,0.005,29.45,30.09,7.3,21,8.1,coldAndWet,26,6,2007,1
2007-06-26,CULEX RESTUANS,T086,41.688,-87.677,8,2,0,3650.0,0,91,73,82,69,72,0,17,BR HZ,0.005,29.45,30.09,7.3,21,8.1,coldAndWet,26,6,2007,1
2007-06-26,CULEX RESTUANS,T096,41.732,-87.678,8,5,0,3650.0,0,91,73,82,69,72,0,17,BR HZ,0.005,29.45,30.09,7.3,21,8.1,coldAndWet,26,6,2007,1
2007-06-26,CULEX PIPIENS/RESTUANS,T129,41.891,-87.612,5,1,0,3650.0,0,91,73,82,69,72,0,17,BR HZ,0.005,29.45,30.09,7.3,21,8.1,coldAndWet,26,6,2007,1
2007-06-26,CULEX RESTUANS,T129,41.891,-87.612,5,1,0,3650.0,0,91,73,82,69,72,0,17,BR HZ,0.005,29.45,30.09,7.3,21,8.1,coldAndWet,26,6,2007,1
2007-06-26,CULEX PIPIENS/RESTUANS,T143,41.999,-87.796,8,1,0,3650.0,0,92,70,81,69,72,0,16,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,coldAndWet,26,6,2007,1
2007-06-26,CULEX RESTUANS,T143,41.999,-87.796,8,1,0,3650.0,0,92,70,81,69,72,0,16,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,coldAndWet,26,6,2007,1
2007-06-26,CULEX PIPIENS/RESTUANS,T148,42.017,-87.688,8,2,0,3650.0,0,91,73,82,69,72,0,17,BR HZ,0.005,29.45,30.09,7.3,21,8.1,coldAndWet,26,6,2007,1
2007-06-26,CULEX RESTUANS,T148,42.017,-87.688,8,2,0,3650.0,0,91,73,82,69,72,0,17,BR HZ,0.005,29.45,30.09,7.3,21,8.1,coldAndWet,26,6,2007,1
2007-06-26,CULEX PIPIENS/RESTUANS,T011,41.945,-87.833,8,2,0,3650.0,0,92,70,81,69,72,0,16,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,coldAndWet,26,6,2007,1
2007-06-26,CULEX RESTUANS,T011,41.945,-87.833,8,4,0,3650.0,0,92,70,81,69,72,0,16,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,coldAndWet,26,6,2007,1
2007-06-26,CULEX PIPIENS/RESTUANS,T016,42.012,-87.812,8,2,0,3650.0,0,92,70,81,69,72,0,16,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,coldAndWet,26,6,2007,1
2007-06-26,CULEX RESTUANS,T016,42.012,-87.812,8,2,0,3650.0,0,92,70,81,69,72,0,16,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,coldAndWet,26,6,2007,1
2007-06-26,CULEX RESTUANS,T019,41.95,-87.698,9,1,0,3650.0,0,91,73,82,69,72,0,17,BR HZ,0.005,29.45,30.09,7.3,21,8.1,coldAndWet,26,6,2007,1
2007-06-26,CULEX PIPIENS/RESTUANS,T025,41.979,-87.751,9,1,0,3650.0,0,92,70,81,69,72,0,16,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,coldAndWet,26,6,2007,1
2007-06-26,CULEX PIPIENS/RESTUANS,T028,41.987,-87.69,9,1,0,3650.0,0,91,73,82,69,72,0,17,BR HZ,0.005,29.45,30.09,7.3,21,8.1,coldAndWet,26,6,2007,1
2007-06-26,CULEX RESTUANS,T028,41.987,-87.69,9,9,0,3650.0,0,91,73,82,69,72,0,17,BR HZ,0.005,29.45,30.09,7.3,21,8.1,coldAndWet,26,6,2007,1
2007-06-26,CULEX PIPIENS/RESTUANS,T033,41.907,-87.701,9,2,0,3650.0,0,91,73,82,69,72,0,17,BR HZ,0.005,29.45,30.09,7.3,21,8.1,coldAndWet,26,6,2007,1
2007-06-26,CULEX RESTUANS,T033,41.907,-87.701,9,3,0,3650.0,0,91,73,82,69,72,0,17,BR HZ,0.005,29.45,30.09,7.3,21,8.1,coldAndWet,26,6,2007,1
2007-06-26,CULEX PIPIENS/RESTUANS,T090,41.868,-87.667,9,10,0,3650.0,0,91,73,82,69,72,0,17,BR HZ,0.005,29.45,30.09,7.3,21,8.1,coldAndWet,26,6,2007,1
2007-06-26,CULEX RESTUANS,T090,41.868,-87.667,9,19,0,3650.0,0,91,73,82,69,72,0,17,BR HZ,0.005,29.45,30.09,7.3,21,8.1,coldAndWet,26,6,2007,1
2007-06-26,CULEX PIPIENS,T090,41.868,-87.667,9,1,0,3650.0,0,91,73,82,69,72,0,17,BR HZ,0.005,29.45,30.09,7.3,21,8.1,coldAndWet,26,6,2007,1
2007-06-26,CULEX PIPIENS/RESTUANS,T135,41.662,-87.725,8,20,0,3650.0,0,91,73,82,69,72,0,17,BR HZ,0.005,29.45,30.09,7.3,21,8.1,coldAndWet,26,6,2007,1
2007-06-26,CULEX RESTUANS,T135,41.662,-87.725,8,25,0,3650.0,0,91,73,82,69,72,0,17,BR HZ,0.005,29.45,30.09,7.3,21,8.1,coldAndWet,26,6,2007,1
2007-06-26,CULEX PIPIENS,T135,41.662,-87.725,8,6,0,3650.0,0,91,73,82,69,72,0,17,BR HZ,0.005,29.45,30.09,7.3,21,8.1,coldAndWet,26,6,2007,1
2007-06-26,CULEX PIPIENS/RESTUANS,T141,41.962,-87.76,9,1,0,3650.0,0,92,70,81,69,72,0,16,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,coldAndWet,26,6,2007,1
2007-06-26,CULEX RESTUANS,T141,41.962,-87.76,9,3,0,3650.0,0,92,70,81,69,72,0,16,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,coldAndWet,26,6,2007,1
2007-06-26,CULEX RESTUANS,T142,41.953,-87.777,8,4,0,3650.0,0,92,70,81,69,72,0,16,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,coldAndWet,26,6,2007,1
2007-06-26,CULEX RESTUANS,T145,41.878,-87.63,3,1,0,3650.0,0,91,73,82,69,72,0,17,BR HZ,0.005,29.45,30.09,7.3,21,8.1,coldAndWet,26,6,2007,1
2007-06-26,CULEX RESTUANS,T146,41.958,-87.703,9,6,0,3650.0,0,91,73,82,69,72,0,17,BR HZ,0.005,29.45,30.09,7.3,21,8.1,coldAndWet,26,6,2007,1
2007-06-26,CULEX RESTUANS,T147,41.932,-87.7,8,1,0,3650.0,0,91,73,82,69,72,0,17,BR HZ,0.005,29.45,30.09,7.3,21,8.1,coldAndWet,26,6,2007,1
2007-06-26,CULEX RESTUANS,T150,42.007,-87.676,9,2,0,3650.0,0,91,73,82,69,72,0,17,BR HZ,0.005,29.45,30.09,7.3,21,8.1,coldAndWet,26,6,2007,1
