,Date,Species,Trap,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,Most_Recent_Spray,Recently_Sprayed,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Weather_hotAndDry,Weather_normal,Day_of_Month,Month,Year,Day_of_Week
34,2007-06-05,CULEX PIPIENS/RESTUANS,T048,41.867,-87.654,8,1,0,3650.0,0,63,51,57,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,0,0,5,6,2007,1
35,2007-06-05,CULEX RESTUANS,T048,41.867,-87.654,8,1,0,3650.0,0,63,51,57,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,0,0,5,6,2007,1
36,2007-06-05,CULEX PIPIENS,T048,41.867,-87.654,8,2,0,3650.0,0,63,51,57,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,0,0,5,6,2007,1
37,2007-06-05,CULEX RESTUANS,T049,41.896,-87.655,8,2,0,3650.0,0,63,51,57,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,0,0,5,6,2007,1
38,2007-06-05,CULEX PIPIENS/RESTUANS,T050,41.919,-87.694,8,1,0,3650.0,0,63,51,57,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,0,0,5,6,2007,1
39,2007-06-05,CULEX RESTUANS,T050,41.919,-87.694,8,1,0,3650.0,0,63,51,57,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,0,0,5,6,2007,1
40,2007-06-05,CULEX RESTUANS,T054,41.922,-87.632,8,3,0,3650.0,0,63,51,57,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,0,0,5,6,2007,1
41,2007-06-05,CULEX RESTUANS,T086,41.688,-87.677,8,4,0,3650.0,0,63,51,57,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,0,0,5,6,2007,1
42,2007-06-05,CULEX PIPIENS/RESTUANS,T094,41.721,-87.666,9,2,0,3650.0,0,63,51,57,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,0,0,5,6,2007,1
43,2007-06-05,CULEX PIPIENS/RESTUANS,T096,41.732,-87.678,8,1,0,3650.0,0,63,51,57,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,0,0,5,6,2007,1
44,2007-06-05,CULEX RESTUANS,T096,41.732,-87.678,8,1,0,3650.0,0,63,51,57,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,0,0,5,6,2007,1
45,2007-06-05,CULEX PIPIENS,T096,41.732,-87.678,8,1,0,3650.0,0,63,51,57,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,0,0,5,6,2007,1
46,2007-06-05,CULEX PIPIENS/RESTUANS,T143,41.999,-87.796,8,2,0,3650.0,0,64,47,56,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,5,6,2007,1
47,2007-06-05,CULEX RESTUANS,T143,41.999,-87.796,8,9,0,3650.0,0,64,47,56,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,5,6,2007,1
48,2007-06-05,CULEX RESTUANS,T153,41.908,-87.761,8,3,0,3650.0,0,63,51,57,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,0,0,5,6,2007,1
49,2007-06-05,CULEX RESTUANS,T159,41.733,-87.65,8,1,0,3650.0,0,63,51,57,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,0,0,5,6,2007,1
50,2007-06-05,CULEX RESTUANS,T009,41.982,-87.813,8,2,0,3650.0,0,64,47,56,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,5,6,2007,1
51,2007-06-05,CULEX RESTUANS,T011,41.945,-87.833,8,1,0,3650.0,0,64,47,56,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,5,6,2007,1
52,2007-06-05,CULEX RESTUANS,T016,42.012,-87.812,8,1,0,3650.0,0,64,47,56,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,5,6,2007,1
53,2007-06-05,CULEX RESTUANS,T019,41.95,-87.698,9,1,0,3650.0,0,63,51,57,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,0,0,5,6,2007,1
54,2007-06-05,CULEX RESTUANS,T025,41.979,-87.751,9,1,0,3650.0,0,64,47,56,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,5,6,2007,1
55,2007-06-05,CULEX RESTUANS,T028,41.987,-87.69,9,2,0,3650.0,0,63,51,57,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,0,0,5,6,2007,1
56,2007-06-05,CULEX PIPIENS/RESTUANS,T031,41.801,-87.763,9,1,0,3650.0,0,63,51,57,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,0,0,5,6,2007,1
57,2007-06-05,CULEX RESTUANS,T033,41.907,-87.701,9,3,0,3650.0,0,63,51,57,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,0,0,5,6,2007,1
58,2007-06-05,CULEX RESTUANS,T089,41.723,-87.65,5,1,0,3650.0,0,63,51,57,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,0,0,5,6,2007,1
59,2007-06-05,CULEX PIPIENS/RESTUANS,T090,41.868,-87.667,9,1,0,3650.0,0,63,51,57,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,0,0,5,6,2007,1
60,2007-06-05,CULEX RESTUANS,T090,41.868,-87.667,9,7,0,3650.0,0,63,51,57,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,0,0,5,6,2007,1
61,2007-06-05,CULEX PIPIENS/RESTUANS,T092,41.869,-87.628,8,1,0,3650.0,0,63,51,57,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,0,0,5,6,2007,1
62,2007-06-05,CULEX PIPIENS/RESTUANS,T135,41.662,-87.725,8,2,0,3650.0,0,63,51,57,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,0,0,5,6,2007,1
63,2007-06-05,CULEX RESTUANS,T135,41.662,-87.725,8,4,0,3650.0,0,63,51,57,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,0,0,5,6,2007,1
64,2007-06-05,CULEX PIPIENS,T135,41.662,-87.725,8,1,0,3650.0,0,63,51,57,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,0,0,5,6,2007,1
65,2007-06-05,CULEX PIPIENS/RESTUANS,T141,41.962,-87.76,9,1,0,3650.0,0,64,47,56,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,5,6,2007,1
66,2007-06-05,CULEX RESTUANS,T141,41.962,-87.76,9,2,0,3650.0,0,64,47,56,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,5,6,2007,1
67,2007-06-05,CULEX PIPIENS/RESTUANS,T142,41.953,-87.777,8,1,0,3650.0,0,64,47,56,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,5,6,2007,1
68,2007-06-05,CULEX RESTUANS,T142,41.953,-87.777,8,3,0,3650.0,0,64,47,56,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,5,6,2007,1
69,2007-06-05,CULEX RESTUANS,T145,41.878,-87.63,3,3,0,3650.0,0,63,51,57,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,0,0,5,6,2007,1
70,2007-06-05,CULEX PIPIENS/RESTUANS,T146,41.958,-87.703,9,1,0,3650.0,0,63,51,57,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,0,0,5,6,2007,1
71,2007-06-05,CULEX RESTUANS,T146,41.958,-87.703,9,2,0,3650.0,0,63,51,57,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,0,0,5,6,2007,1
72,2007-06-05,CULEX RESTUANS,T147,41.932,-87.7,8,1,0,3650.0,0,63,51,57,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,0,0,5,6,2007,1
73,2007-06-05,CULEX PIPIENS/RESTUANS,T149,41.994,-87.668,8,1,0,3650.0,0,63,51,57,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,0,0,5,6,2007,1
74,2007-06-05,CULEX RESTUANS,T150,42.007,-87.676,9,2,0,3650.0,0,63,51,57,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,0,0,5,6,2007,1
75,2007-06-05,CULEX PIPIENS/RESTUANS,T151,41.916,-87.801,8,1,0,3650.0,0,63,51,57,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,0,0,5,6,2007,1
76,2007-06-05,CULEX RESTUANS,T151,41.916,-87.801,8,10,0,3650.0,0,63,51,57,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,0,0,5,6,2007,1
77,2007-06-05,CULEX RESTUANS,T152,41.846,-87.716,9,1,0,3650.0,0,63,51,57,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,0,0,5,6,2007,1
78,2007-06-05,CULEX RESTUANS,T154,41.919,-87.752,8,1,0,3650.0,0,63,51,57,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,0,0,5,6,2007,1
79,2007-06-05,CULEX PIPIENS/RESTUANS,T158,41.683,-87.708,9,3,0,3650.0,0,63,51,57,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,0,0,5,6,2007,1
80,2007-06-05,CULEX RESTUANS,T158,41.683,-87.708,9,8,0,3650.0,0,63,51,57,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,0,0,5,6,2007,1
81,2007-06-05,CULEX PIPIENS/RESTUANS,T162,41.726,-87.614,8,1,0,3650.0,0,63,51,57,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,0,0,5,6,2007,1
82,2007-06-05,CULEX PIPIENS/RESTUANS,T218,41.948,-87.731,8,2,0,3650.0,0,63,51,57,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,0,0,5,6,2007,1
83,2007-06-05,CULEX RESTUANS,T218,41.948,-87.731,8,1,0,3650.0,0,63,51,57,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,0,0,5,6,2007,1
84,2007-06-05,CULEX RESTUANS,T220,41.964,-87.692,9,1,0,3650.0,0,63,51,57,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,0,0,5,6,2007,1
85,2007-06-26,CULEX PIPIENS/RESTUANS,T002,41.955,-87.801,9,1,0,3650.0,0,92,70,81,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,0,0,26,6,2007,1
86,2007-06-26,CULEX RESTUANS,T002,41.955,-87.801,9,4,0,3650.0,0,92,70,81,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,0,0,26,6,2007,1
87,2007-06-26,CULEX SALINARIUS,T002,41.955,-87.801,9,1,0,3650.0,0,92,70,81,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,0,0,26,6,2007,1
88,2007-06-26,CULEX PIPIENS/RESTUANS,T007,41.995,-87.769,9,1,0,3650.0,0,92,70,81,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,0,0,26,6,2007,1
89,2007-06-26,CULEX RESTUANS,T007,41.995,-87.769,9,4,0,3650.0,0,92,70,81,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,0,0,26,6,2007,1
90,2007-06-26,CULEX RESTUANS,T015,41.974,-87.825,8,1,0,3650.0,0,92,70,81,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,0,0,26,6,2007,1
91,2007-06-26,CULEX PIPIENS/RESTUANS,T045,41.922,-87.666,8,1,0,3650.0,0,91,73,82,69,72,0,17,0.005,29.45,30.09,7.3,21,8.1,0,0,26,6,2007,1
92,2007-06-26,CULEX RESTUANS,T045,41.922,-87.666,8,1,0,3650.0,0,91,73,82,69,72,0,17,0.005,29.45,30.09,7.3,21,8.1,0,0,26,6,2007,1
93,2007-06-26,CULEX PIPIENS/RESTUANS,T046,41.891,-87.654,8,1,0,3650.0,0,91,73,82,69,72,0,17,0.005,29.45,30.09,7.3,21,8.1,0,0,26,6,2007,1
94,2007-06-26,CULEX RESTUANS,T046,41.891,-87.654,8,6,0,3650.0,0,91,73,82,69,72,0,17,0.005,29.45,30.09,7.3,21,8.1,0,0,26,6,2007,1
95,2007-06-26,CULEX PIPIENS/RESTUANS,T048,41.867,-87.654,8,2,0,3650.0,0,91,73,82,69,72,0,17,0.005,29.45,30.09,7.3,21,8.1,0,0,26,6,2007,1
96,2007-06-26,CULEX RESTUANS,T049,41.896,-87.655,8,1,0,3650.0,0,91,73,82,69,72,0,17,0.005,29.45,30.09,7.3,21,8.1,0,0,26,6,2007,1
97,2007-06-26,CULEX RESTUANS,T050,41.919,-87.694,8,1,0,3650.0,0,91,73,82,69,72,0,17,0.005,29.45,30.09,7.3,21,8.1,0,0,26,6,2007,1
98,2007-06-26,CULEX PIPIENS/RESTUANS,T086,41.688,-87.677,8,1,0,3650.0,0,91,73,82,69,72,0,17,0.005,29.45,30.09,7.3,21,8.1,0,0,26,6,2007,1
99,2007-06-26,CULEX PIPIENS/RESTUANS,T086,41.688,-87.677,8,1,0,3650.0,0,91,73,82,69,72,0,17,0.005,29.45,30.09,7.3,21,8.1,0,0,26,6,2007,1
100,2007-06-26,CULEX RESTUANS,T086,41.688,-87.677,8,2,0,3650.0,0,91,73,82,69,72,0,17,0.005,29.45,30.09,7.3,21,8.1,0,0,26,6,2007,1
101,2007-06-26,CULEX RESTUANS,T096,41.732,-87.678,8,5,0,3650.0,0,91,73,82,69,72,0,17,0.005,29.45,30.09,7.3,21,8.1,0,0,26,6,2007,1
102,2007-06-26,CULEX PIPIENS/RESTUANS,T129,41.891,-87.612,5,1,0,3650.0,0,91,73,82,69,72,0,17,0.005,29.45,30.09,7.3,21,8.1,0,0,26,6,2007,1
103,2007-06-26,CULEX RESTUANS,T129,41.891,-87.612,5,1,0,3650.0,0,91,73,82,69,72,0,17,0.005,29.45,30.09,7.3,21,8.1,0,0,26,6,2007,1
104,2007-06-26,CULEX PIPIENS/RESTUANS,T143,41.999,-87.796,8,1,0,3650.0,0,92,70,81,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,0,0,26,6,2007,1
105,2007-06-26,CULEX RESTUANS,T143,41.999,-87.796,8,1,0,3650.0,0,92,70,81,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,0,0,26,6,2007,1
106,2007-06-26,CULEX PIPIENS/RESTUANS,T148,42.017,-87.688,8,2,0,3650.0,0,91,73,82,69,72,0,17,0.005,29.45,30.09,7.3,21,8.1,0,0,26,6,2007,1
107,2007-06-26,CULEX RESTUANS,T148,42.017,-87.688,8,2,0,3650.0,0,91,73,82,69,72,0,17,0.005,29.45,30.09,7.3,21,8.1,0,0,26,6,2007,1
108,2007-06-26,CULEX PIPIENS/RESTUANS,T011,41.945,-87.833,8,2,0,3650.0,0,92,70,81,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,0,0,26,6,2007,1
109,2007-06-26,CULEX RESTUANS,T011,41.945,-87.833,8,4,0,3650.0,0,92,70,81,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,0,0,26,6,2007,1
110,2007-06-26,CULEX PIPIENS/RESTUANS,T016,42.012,-87.812,8,2,0,3650.0,0,92,70,81,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,0,0,26,6,2007,1
111,2007-06-26,CULEX RESTUANS,T016,42.012,-87.812,8,2,0,3650.0,0,92,70,81,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,0,0,26,6,2007,1
112,2007-06-26,CULEX RESTUANS,T019,41.95,-87.698,9,1,0,3650.0,0,91,73,82,69,72,0,17,0.005,29.45,30.09,7.3,21,8.1,0,0,26,6,2007,1
113,2007-06-26,CULEX PIPIENS/RESTUANS,T025,41.979,-87.751,9,1,0,3650.0,0,92,70,81,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,0,0,26,6,2007,1
114,2007-06-26,CULEX PIPIENS/RESTUANS,T028,41.987,-87.69,9,1,0,3650.0,0,91,73,82,69,72,0,17,0.005,29.45,30.09,7.3,21,8.1,0,0,26,6,2007,1
115,2007-06-26,CULEX RESTUANS,T028,41.987,-87.69,9,9,0,3650.0,0,91,73,82,69,72,0,17,0.005,29.45,30.09,7.3,21,8.1,0,0,26,6,2007,1
116,2007-06-26,CULEX PIPIENS/RESTUANS,T033,41.907,-87.701,9,2,0,3650.0,0,91,73,82,69,72,0,17,0.005,29.45,30.09,7.3,21,8.1,0,0,26,6,2007,1
117,2007-06-26,CULEX RESTUANS,T033,41.907,-87.701,9,3,0,3650.0,0,91,73,82,69,72,0,17,0.005,29.45,30.09,7.3,21,8.1,0,0,26,6,2007,1
118,2007-06-26,CULEX PIPIENS/RESTUANS,T090,41.868,-87.667,9,10,0,3650.0,0,91,73,82,69,72,0,17,0.005,29.45,30.09,7.3,21,8.1,0,0,26,6,2007,1
119,2007-06-26,CULEX RESTUANS,T090,41.868,-87.667,9,19,0,3650.0,0,91,73,82,69,72,0,17,0.005,29.45,30.09,7.3,21,8.1,0,0,26,6,2007,1
120,2007-06-26,CULEX PIPIENS,T090,41.868,-87.667,9,1,0,3650.0,0,91,73,82,69,72,0,17,0.005,29.45,30.09,7.3,21,8.1,0,0,26,6,2007,1
121,2007-06-26,CULEX PIPIENS/RESTUANS,T135,41.662,-87.725,8,20,0,3650.0,0,91,73,82,69,72,0,17,0.005,29.45,30.09,7.3,21,8.1,0,0,26,6,2007,1
122,2007-06-26,CULEX RESTUANS,T135,41.662,-87.725,8,25,0,3650.0,0,91,73,82,69,72,0,17,0.005,29.45,30.09,7.3,21,8.1,0,0,26,6,2007,1
123,2007-06-26,CULEX PIPIENS,T135,41.662,-87.725,8,6,0,3650.0,0,91,73,82,69,72,0,17,0.005,29.45,30.09,7.3,21,8.1,0,0,26,6,2007,1
124,2007-06-26,CULEX PIPIENS/RESTUANS,T141,41.962,-87.76,9,1,0,3650.0,0,92,70,81,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,0,0,26,6,2007,1
125,2007-06-26,CULEX RESTUANS,T141,41.962,-87.76,9,3,0,3650.0,0,92,70,81,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,0,0,26,6,2007,1
126,2007-06-26,CULEX RESTUANS,T142,41.953,-87.777,8,4,0,3650.0,0,92,70,81,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,0,0,26,6,2007,1
127,2007-06-26,CULEX RESTUANS,T145,41.878,-87.63,3,1,0,3650.0,0,91,73,82,69,72,0,17,0.005,29.45,30.09,7.3,21,8.1,0,0,26,6,2007,1
128,2007-06-26,CULEX RESTUANS,T146,41.958,-87.703,9,6,0,3650.0,0,91,73,82,69,72,0,17,0.005,29.45,30.09,7.3,21,8.1,0,0,26,6,2007,1
129,2007-06-26,CULEX RESTUANS,T147,41.932,-87.7,8,1,0,3650.0,0,91,73,82,69,72,0,17,0.005,29.45,30.09,7.3,21,8.1,0,0,26,6,2007,1
130,2007-06-26,CULEX RESTUANS,T150,42.007,-87.676,9,2,0,3650.0,0,91,73,82,69,72,0,17,0.005,29.45,30.09,7.3,21,8.1,0,0,26,6,2007,1
131,2007-06-26,CULEX PIPIENS/RESTUANS,T151,41.916,-87.801,8,3,0,3650.0,0,91,73,82,69,72,0,17,0.005,29.45,30.09,7.3,21,8.1,0,0,26,6,2007,1
132,2007-06-26,CULEX RESTUANS,T151,41.916,-87.801,8,6,0,3650.0,0,91,73,82,69,72,0,17,0.005,29.45,30.09,7.3,21,8.1,0,0,26,6,2007,1
133,2007-06-26,CULEX PIPIENS/RESTUANS,T158,41.683,-87.708,9,1,0,3650.0,0,91,73,82,69,72,0,17,0.005,29.45,30.09,7.3,21,8.1,0,0,26,6,2007,1
134,2007-06-26,CULEX RESTUANS,T158,41.683,-87.708,9,4,0,3650.0,0,91,73,82,69,72,0,17,0.005,29.45,30.09,7.3,21,8.1,0,0,26,6,2007,1
135,2007-06-26,CULEX RESTUANS,T220,41.964,-87.692,9,1,0,3650.0,0,91,73,82,69,72,0,17,0.005,29.45,30.09,7.3,21,8.1,0,0,26,6,2007,1
136,2007-06-26,CULEX PIPIENS/RESTUANS,T001,41.954,-87.734,8,1,0,3650.0,0,91,73,82,69,72,0,17,0.005,29.45,30.09,7.3,21,8.1,0,0,26,6,2007,1
137,2007-06-26,CULEX RESTUANS,T003,41.964,-87.758,8,2,0,3650.0,0,92,70,81,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,0,0,26,6,2007,1
138,2007-06-26,CULEX PIPIENS/RESTUANS,T006,41.99,-87.797,8,1,0,3650.0,0,92,70,81,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,0,0,26,6,2007,1
139,2007-06-26,CULEX RESTUANS,T006,41.99,-87.797,8,1,0,3650.0,0,92,70,81,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,0,0,26,6,2007,1
140,2007-06-26,CULEX RESTUANS,T008,42.008,-87.778,9,2,0,3650.0,0,92,70,81,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,0,0,26,6,2007,1
